Genus_&_Specie,Time,Location,Current_Country,Cranial_Capacity,Height,Incisor_Size,Prognathism,Foramen_Mágnum_Position,Canine Size,Canines_Shape,Tooth_Enamel,Tecno,Tecno_type,Diet,Hip
Australopithecus Africanus,3.70926496,Africa,South Africa,556.65046,118.99965,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.7087411,Africa,South Africa,642.61903,117.59899,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.70873628,Africa,Kenya,244.94144,135.18636,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
hominino Ardipithecus ramidus / kabadda,3.70820279,Africa,Ethiopia,314.27195,115.80753,small,high,semi-anterior,small,conicalls,thick-medium,no,no,soft fruits,wide
Australopithecus Afarensis,3.70727347,Africa,Kenya,368.76348,122.62159,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.70707158,Africa,South Africa,617.39761,105.60771,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.70661435,Africa,South Africa,520.42154,100.84962,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
hominino Ardipithecus ramidus / kabadda,3.70503975,Africa,Ethiopia,376.06269,102.85314,small,high,semi-anterior,small,conicalls,thick-medium,no,no,soft fruits,wide
Australopithecus Afarensis,3.70499083,Africa,Kenya,383.17042,122.36722,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.7026406,Africa,Kenya,312.46577,133.94352,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.70193951,Africa,South Africa,675.29415,108.89651,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
hominino Ardipithecus ramidus / kabadda,3.70179236,Africa,Ethiopia,372.09394,108.53431,small,high,semi-anterior,small,conicalls,thick-medium,no,no,soft fruits,wide
Australopithecus Afarensis,3.70092588,Africa,Kenya,311.94574,136.86416,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.70083569,Africa,South Africa,635.24403,104.22108,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
hominino Ardipithecus ramidus / kabadda,3.70020777,Africa,Ethiopia,372.93359,112.57166,small,high,semi-anterior,small,conicalls,thick-medium,no,no,soft fruits,wide
Australopithecus Afarensis,3.69982514,Africa,Kenya,458.9308,123.67847,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.69901647,Africa,Kenya,343.44118,133.84384,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.69710926,Africa,Kenya,222.23593,139.04347,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.69651686,Africa,South Africa,604.5534,114.47675,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.69630065,Africa,Kenya,420.82106,126.95403,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.69552491,Africa,South Africa,610.2609,109.46228,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.6953992,Africa,Kenya,223.875,120.92707,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.69508665,Africa,South Africa,503.04487,115.33415,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.69507448,Africa,South Africa,549.09724,118.3956,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.69413066,Africa,Kenya,231.52457,131.20185,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.69407459,Africa,Kenya,253.68573,138.10761,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.69354348,Africa,South Africa,610.96513,119.39769,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.69332837,Africa,South Africa,690.75865,104.57453,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.69154698,Africa,Kenya,372.32853,131.82867,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.69112875,Africa,Kenya,487.07039,128.2462,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.69064975,Africa,South Africa,445.32081,111.24343,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.69045263,Africa,Kenya,249.44235,133.9909,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.69038533,Africa,Kenya,302.71416,137.89658,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.68994781,Africa,Kenya,435.72712,133.72726,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.68938782,Africa,Kenya,207.10855,127.82887,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.68593078,Africa,South Africa,695.88254,117.52302,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.6850128,Africa,South Africa,528.77078,100.51832,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.68318378,Africa,Kenya,251.19906,124.55968,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.68278148,Africa,Kenya,492.73519,132.24184,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.68255909,Africa,Kenya,417.46988,138.68013,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.68186886,Africa,South Africa,609.46183,112.68368,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.67870174,Africa,Kenya,354.8769,122.54083,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.67642075,Africa,South Africa,575.87452,105.79237,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.67485816,Africa,South Africa,422.9879,117.56405,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.67430202,Africa,Kenya,450.39918,137.54072,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.67420703,Africa,Kenya,428.08362,129.50441,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.67299694,Africa,South Africa,576.73563,114.68297,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.67298438,Africa,Kenya,372.30979,132.77143,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.67271982,Africa,Kenya,457.16404,126.72549,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.6690979,Africa,South Africa,479.67341,110.32008,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.66851652,Africa,Kenya,230.35534,121.93706,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.66802697,Africa,Kenya,383.92482,122.03051,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.66669697,Africa,Kenya,370.66564,135.97733,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.66524953,Africa,South Africa,681.15683,106.84002,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.66465155,Africa,South Africa,419.8828,118.18648,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.66407746,Africa,South Africa,510.89594,113.08282,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.6637298,Africa,Kenya,330.50941,128.31843,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.66268929,Africa,South Africa,553.84418,115.10141,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.66056265,Africa,Kenya,493.38251,137.08418,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.6597268,Africa,South Africa,483.43705,109.64521,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.65953238,Africa,Kenya,380.29339,134.43257,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.65684479,Africa,South Africa,614.00938,101.779,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.65582496,Africa,South Africa,624.95775,102.75671,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.65498092,Africa,Kenya,466.31878,133.46042,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.65342128,Africa,Kenya,481.75723,127.39993,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.65340012,Africa,Kenya,490.97794,126.73571,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.65283794,Africa,Kenya,251.01696,137.33472,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.65282912,Africa,South Africa,666.28003,103.91354,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.65199239,Africa,Kenya,377.97679,131.72882,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.6473585,Africa,South Africa,539.07714,105.27807,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.64423378,Africa,Kenya,437.46999,123.52377,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.64394351,Africa,South Africa,413.85416,117.95189,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.64301323,Africa,Kenya,411.53125,134.80192,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.64241755,Africa,South Africa,486.2056,102.24628,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.64188265,Africa,Kenya,426.57189,130.68729,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.64066634,Africa,South Africa,435.50692,111.983,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.64010244,Africa,South Africa,455.65905,102.52429,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.63929762,Africa,South Africa,663.64258,106.30522,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.63922715,Africa,Kenya,446.61113,122.49104,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.6381046,Africa,South Africa,693.98068,101.82644,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.63712065,Africa,South Africa,682.89322,103.89818,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.63666664,Africa,Kenya,385.21186,131.80478,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.63451644,Africa,Kenya,266.76193,120.42547,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.63298364,Africa,Kenya,213.53216,132.39245,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.63285692,Africa,South Africa,523.17682,100.15227,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.63166517,Africa,Kenya,266.97167,134.17453,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.63105558,Africa,Kenya,291.7191,137.76841,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.62864465,Africa,South Africa,678.89687,116.4997,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.62678804,Africa,Kenya,268.11583,124.07907,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.62623195,Africa,Kenya,417.65746,128.03471,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.62604815,Africa,Kenya,351.17873,130.12816,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.62595084,Africa,Kenya,317.1298,128.1672,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.62586926,Africa,South Africa,596.79931,119.88907,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.6254299,Africa,Kenya,458.13473,126.58584,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.62354233,Africa,South Africa,671.55397,112.2676,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.62241969,Africa,South Africa,496.06453,111.90111,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.62204887,Africa,Kenya,368.51472,134.67603,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.62050183,Africa,South Africa,609.50786,118.34721,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.61783028,Africa,South Africa,598.64689,114.79632,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.61755274,Africa,Kenya,238.05612,138.55248,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.61516715,Africa,Kenya,413.76722,139.60468,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.61490402,Africa,South Africa,591.61722,110.58078,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.61430489,Africa,Kenya,208.66574,122.3737,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.61405951,Africa,South Africa,679.15233,111.59004,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.61099185,Africa,South Africa,453.2209,107.409,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.60999842,Africa,Kenya,341.82357,130.54647,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.6099969,Africa,South Africa,677.16773,115.41057,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.60953521,Africa,South Africa,599.59171,101.64129,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.60847992,Africa,Kenya,288.25538,137.23304,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.6084526,Africa,South Africa,502.9304,104.16522,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.60751664,Africa,Kenya,251.38946,137.9436,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.60677004,Africa,Kenya,305.82347,125.52356,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Afarensis,3.60573713,Africa,Kenya,279.22243,127.24165,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.60420874,Africa,South Africa,566.96668,100.10538,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Afarensis,3.60286315,Africa,Kenya,412.31476,130.57689,big,high,anterior,big,incisiform,thick,no,no,dry fruits,slim
Australopithecus Africanus,3.60221753,Africa,South Africa,670.87608,110.45025,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.60153767,Africa,South Africa,616.91039,106.05682,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.59797468,Africa,South Africa,611.88775,106.23445,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.59793893,Africa,South Africa,603.44622,113.73012,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.59638812,Africa,South Africa,463.08974,114.5901,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.59585648,Africa,South Africa,519.63637,110.29824,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.59539829,Africa,South Africa,697.14719,115.97887,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.59394549,Africa,South Africa,651.79232,115.83587,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.59233161,Africa,South Africa,632.166,107.1601,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.59174123,Africa,South Africa,576.51244,103.48593,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.58906225,Africa,South Africa,672.38798,108.75459,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.58597809,Africa,South Africa,604.84791,103.78203,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.58183238,Africa,South Africa,496.54827,115.8511,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.58161144,Africa,South Africa,527.38528,116.68297,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.58041643,Africa,South Africa,519.71872,110.13914,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.58001703,Africa,South Africa,486.16117,119.09802,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.57668934,Africa,South Africa,663.41637,101.13684,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.57662478,Africa,South Africa,428.01653,114.52627,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.57562691,Africa,South Africa,575.55358,105.71548,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.57462203,Africa,South Africa,512.34076,101.30702,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.57285236,Africa,South Africa,492.43631,111.41502,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.5714053,Africa,South Africa,430.46493,103.50719,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.57032601,Africa,South Africa,435.22643,116.92107,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.56575566,Africa,South Africa,688.34913,108.88379,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.56208534,Africa,South Africa,599.91729,108.67901,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.56001697,Africa,South Africa,577.88068,115.76971,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.55767612,Africa,South Africa,567.74485,114.04768,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.55694613,Africa,South Africa,540.28432,107.5364,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.55547088,Africa,South Africa,446.01632,107.62929,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.55464206,Africa,South Africa,479.79969,116.81406,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.54700742,Africa,South Africa,670.63124,104.72488,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.54547787,Africa,South Africa,532.16211,115.23315,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.54285285,Africa,South Africa,440.11017,108.64549,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.53991348,Africa,South Africa,659.55809,118.00878,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.53691839,Africa,South Africa,559.71395,111.40607,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.53200119,Africa,South Africa,622.18769,108.56411,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.52654429,Africa,South Africa,461.70184,110.67608,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.52392253,Africa,South Africa,637.20354,106.07501,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.51974355,Africa,South Africa,456.44385,109.81658,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.51353215,Africa,South Africa,591.21471,109.74396,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.50831091,Africa,South Africa,570.47889,106.86628,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.50359816,Africa,South Africa,588.84067,103.66839,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.49767075,Africa,South Africa,628.10267,110.1268,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.49710406,Africa,South Africa,527.07613,104.41146,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.49581204,Africa,South Africa,571.61778,115.50794,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.49531958,Africa,South Africa,527.63053,111.75413,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.49312402,Africa,South Africa,695.31077,103.52937,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.4895202,Africa,South Africa,512.84438,102.9842,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.48648311,Africa,South Africa,581.79678,103.16208,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.48635758,Africa,South Africa,437.30492,100.16006,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.48417629,Africa,South Africa,459.35849,119.53305,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.48346451,Africa,South Africa,576.92949,118.04603,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.4834363,Africa,South Africa,659.97703,113.14035,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.48153386,Africa,South Africa,513.35837,101.29766,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.47899836,Africa,South Africa,461.34684,101.16615,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.47854474,Africa,South Africa,641.73725,104.1128,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.47800416,Africa,South Africa,663.19293,112.48588,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.47397463,Africa,South Africa,641.88977,110.19288,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.47217529,Africa,South Africa,456.25698,108.41208,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.47214897,Africa,South Africa,492.09346,104.35219,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.47016351,Africa,South Africa,432.73712,101.13333,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.46927238,Africa,South Africa,420.89161,112.37019,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.46868507,Africa,South Africa,576.77961,110.42657,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.46108785,Africa,South Africa,438.14709,106.92584,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.46075734,Africa,South Africa,420.45039,111.34368,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.45718926,Africa,South Africa,534.10939,118.39467,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.4565695,Africa,South Africa,524.27934,109.05534,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.45271114,Africa,South Africa,614.43449,112.42688,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.45228155,Africa,South Africa,695.7192,111.16601,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.45177618,Africa,South Africa,584.86893,100.96414,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.45176055,Africa,South Africa,414.43445,115.51407,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.44582497,Africa,South Africa,661.54378,109.7217,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.44025648,Africa,South Africa,444.31886,116.98991,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.4363145,Africa,South Africa,531.06095,118.66706,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.43253293,Africa,South Africa,512.87152,108.45974,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.43159448,Africa,South Africa,421.43937,119.77024,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.43111932,Africa,South Africa,469.99588,111.58565,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.43036519,Africa,South Africa,519.60463,100.87717,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.42876681,Africa,South Africa,459.94215,111.08641,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.42861691,Africa,South Africa,518.38145,109.56214,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.42497702,Africa,South Africa,419.46868,101.53375,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.42384053,Africa,South Africa,423.61084,101.169,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.4234102,Africa,South Africa,572.24702,103.78593,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
Australopithecus Africanus,3.42196012,Africa,South Africa,434.12491,118.29002,small,medium-high,anterior,small,incisiform,thick,no,no,dry fruits,wide
